"Educ";"Sanidad";"Pensiones";"Justicia";"Seguridad";"ServSoc";"Transp";"Obras";"Depend";"F_Sanidad";"F_CMayores";"F_Pensiones";"F_Parados";"F_Vivienda";"F_Educ";"EdadIntervalos";"P6"
"968";"3";"3";"4";"3";"2";"4";"2";"3";"3";"2";"3";"3";"2";"2";"3";"(65,96]";"3"
"969";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"2";"3";"2";"2";"2";"(50,65]";"3"
"971";"2";"3";"3";"3";"3";"2";"2";"2";"2";"1";"1";"3";"2";"2";"2";"[18,35]";"3"
"972";"3";"3";"4";"4";"3";"3";"3";"4";"4";"2";"2";"2";"1";"3";"2";"(50,65]";"3"
"973";"3";"3";"2";"3";"3";"2";"2";"3";"4";"1";"1";"2";"1";"2";"2";"(65,96]";"3"
"974";"2";"2";"4";"4";"2";"2";"1";"4";"3";"3";"2";"3";"3";"1";"1";"(50,65]";"3"
"977";"1";"1";"2";"3";"1";"2";"2";"2";"3";"1";"1";"1";"1";"1";"1";"(65,96]";"1"
"978";"2";"3";"3";"3";"3";"2";"3";"3";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"2"
"980";"3";"2";"2";"4";"3";"3";"4";"4";"4";"2";"1";"3";"2";"3";"2";"(35,50]";"2"
"981";"2";"2";"3";"4";"2";"3";"2";"2";"4";"1";"3";"3";"2";"3";"1";"(65,96]";"3"
"983";"2";"2";"2";"4";"4";"3";"3";"4";"4";"2";"2";"2";"2";"2";"3";"(65,96]";"3"
"984";"1";"2";"1";"1";"1";"1";"3";"3";"1";"1";"1";"1";"1";"3";"1";"(65,96]";"3"
"986";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"3";"3";"1";"(35,50]";"1"
"987";"3";"3";"3";"4";"3";"2";"3";"3";"2";"3";"2";"3";"3";"2";"3";"[18,35]";"3"
"988";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"989";"2";"2";"2";"3";"3";"2";"1";"3";"1";"2";"3";"2";"3";"3";"1";"(65,96]";"3"
"990";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"3";"2";"2";"3";"(35,50]";"3"
"991";"1";"2";"3";"3";"2";"2";"2";"2";"2";"2";"3";"3";"1";"3";"2";"(35,50]";"3"
"992";"3";"4";"4";"4";"3";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"2"
"993";"1";"1";"1";"1";"2";"3";"2";"2";"4";"2";"1";"2";"1";"1";"2";"(50,65]";"1"
"994";"3";"2";"2";"3";"2";"3";"3";"2";"3";"1";"2";"1";"2";"2";"2";"(50,65]";"2"
"995";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"1";"2";"1";"(65,96]";"2"
"996";"3";"1";"3";"3";"2";"3";"2";"2";"3";"1";"3";"3";"3";"3";"3";"(35,50]";"2"
"997";"3";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"1";"3";"(50,65]";"2"
"998";"3";"3";"3";"3";"3";"1";"3";"3";"3";"2";"1";"1";"1";"1";"1";"(50,65]";"3"
"999";"1";"2";"2";"3";"1";"3";"1";"2";"4";"3";"3";"3";"2";"3";"2";"(50,65]";"3"
"1001";"4";"3";"3";"3";"4";"3";"2";"3";"3";"3";"3";"2";"3";"3";"3";"[18,35]";"3"
"1002";"2";"2";"2";"3";"2";"2";"2";"2";"3";"2";"2";"3";"3";"1";"2";"(35,50]";"2"
"1004";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"1";"[18,35]";"2"
"1005";"3";"3";"2";"4";"2";"2";"2";"2";"3";"3";"2";"2";"2";"3";"2";"(50,65]";"3"
"1006";"3";"4";"3";"2";"2";"3";"2";"3";"3";"2";"3";"3";"2";"3";"2";"(35,50]";"3"
"1007";"2";"2";"2";"4";"4";"3";"1";"2";"3";"3";"3";"3";"2";"3";"2";"(50,65]";"2"
"1008";"3";"3";"2";"4";"4";"4";"3";"4";"4";"1";"3";"3";"1";"1";"1";"(35,50]";"3"
"1009";"2";"1";"2";"2";"1";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"[18,35]";"3"
"1011";"2";"2";"1";"3";"2";"2";"1";"3";"3";"3";"3";"3";"2";"3";"3";"(35,50]";"1"
"1013";"3";"3";"2";"3";"2";"3";"2";"2";"3";"3";"2";"3";"2";"3";"3";"[18,35]";"2"
"1014";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"1017";"3";"3";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"2";"3";"3";"(50,65]";"2"
"1018";"3";"2";"2";"3";"3";"3";"3";"3";"2";"2";"2";"3";"3";"3";"2";"(50,65]";"3"
"1019";"2";"2";"3";"3";"4";"3";"2";"2";"2";"3";"2";"3";"3";"2";"2";"(35,50]";"3"
"1020";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"(65,96]";"3"
"1022";"2";"3";"3";"4";"3";"4";"3";"4";"3";"2";"2";"3";"1";"3";"3";"[18,35]";"3"
"1023";"1";"2";"1";"1";"1";"1";"1";"1";"3";"2";"1";"1";"1";"2";"2";"(35,50]";"1"
"1024";"2";"2";"2";"2";"3";"2";"2";"3";"2";"1";"3";"2";"3";"3";"3";"[18,35]";"2"
"1025";"2";"3";"2";"3";"2";"2";"2";"3";"2";"3";"1";"1";"3";"3";"2";"(35,50]";"3"
"1026";"2";"1";"2";"3";"1";"2";"1";"2";"4";"3";"3";"3";"2";"2";"3";"(35,50]";"3"
"1027";"1";"3";"4";"2";"3";"3";"2";"1";"3";"1";"2";"1";"3";"3";"1";"(50,65]";"3"
"1028";"2";"2";"3";"3";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"1029";"2";"1";"1";"2";"2";"2";"2";"3";"3";"2";"2";"2";"2";"3";"2";"(50,65]";"2"
"1033";"3";"4";"2";"2";"3";"4";"3";"4";"4";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"1034";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"3";"(50,65]";"3"
"1035";"1";"1";"2";"3";"1";"2";"2";"3";"3";"3";"1";"2";"2";"3";"2";"(50,65]";"2"
"1036";"2";"2";"2";"3";"2";"3";"4";"3";"3";"1";"2";"1";"1";"1";"1";"(50,65]";"3"
"1037";"2";"3";"3";"3";"2";"2";"3";"3";"3";"1";"1";"1";"3";"2";"2";"(50,65]";"3"
"1038";"1";"2";"1";"3";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"(35,50]";"2"
"1039";"3";"2";"2";"3";"2";"3";"2";"4";"3";"3";"2";"3";"1";"2";"2";"(50,65]";"3"
"1040";"2";"2";"2";"3";"3";"2";"2";"2";"3";"1";"1";"3";"3";"3";"1";"(35,50]";"3"
"1041";"4";"2";"4";"3";"3";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1042";"4";"4";"3";"4";"3";"4";"3";"4";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"1043";"2";"2";"3";"3";"3";"2";"3";"2";"3";"1";"2";"3";"3";"2";"2";"(50,65]";"3"
"1044";"3";"3";"3";"4";"4";"3";"3";"3";"4";"3";"3";"3";"2";"3";"3";"(35,50]";"3"
"1045";"3";"3";"3";"3";"2";"3";"3";"4";"4";"2";"3";"3";"2";"3";"2";"(35,50]";"3"
"1046";"2";"2";"2";"3";"2";"3";"4";"2";"3";"2";"3";"2";"2";"3";"2";"[18,35]";"3"
"1047";"2";"2";"2";"3";"2";"2";"2";"2";"2";"1";"1";"1";"2";"2";"1";"(65,96]";"2"
"1048";"3";"2";"4";"4";"3";"3";"2";"3";"3";"2";"1";"1";"3";"3";"1";"(35,50]";"3"
"1049";"2";"2";"2";"4";"3";"2";"2";"2";"3";"2";"2";"2";"3";"3";"2";"(50,65]";"3"
"1050";"2";"1";"2";"3";"1";"3";"2";"3";"3";"3";"1";"2";"3";"3";"3";"(35,50]";"3"
"1051";"2";"2";"2";"3";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"2"
"1052";"3";"3";"2";"4";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1053";"3";"2";"1";"4";"2";"3";"2";"2";"2";"1";"1";"3";"3";"2";"2";"(50,65]";"3"
"1054";"3";"4";"4";"4";"3";"3";"2";"2";"4";"3";"2";"3";"3";"3";"3";"(50,65]";"3"
"1057";"3";"2";"2";"3";"3";"2";"2";"3";"3";"2";"1";"3";"1";"3";"2";"(35,50]";"3"
"1059";"2";"3";"1";"2";"2";"2";"1";"3";"2";"3";"2";"3";"2";"3";"2";"(35,50]";"3"
"1060";"3";"2";"2";"3";"2";"2";"3";"2";"3";"1";"1";"1";"1";"1";"1";"(50,65]";"2"
"1062";"1";"2";"1";"2";"1";"1";"2";"2";"1";"2";"2";"3";"2";"3";"1";"(35,50]";"2"
"1063";"4";"4";"4";"3";"4";"3";"2";"3";"2";"2";"2";"3";"3";"3";"3";"[18,35]";"3"
"1064";"2";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"(35,50]";"3"
"1065";"3";"3";"3";"2";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"1"
"1066";"2";"1";"4";"3";"4";"3";"1";"2";"4";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"1067";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"3";"2";"2";"2";"(50,65]";"3"
"1068";"2";"2";"1";"3";"1";"3";"2";"2";"3";"1";"1";"1";"1";"2";"1";"(65,96]";"1"
"1070";"2";"2";"2";"3";"1";"2";"2";"2";"2";"3";"2";"2";"1";"3";"2";"(35,50]";"2"
"1071";"3";"1";"1";"3";"3";"3";"3";"4";"3";"3";"3";"2";"2";"3";"3";"(35,50]";"3"
"1072";"3";"2";"4";"4";"2";"4";"2";"4";"4";"2";"3";"1";"3";"2";"1";"(65,96]";"3"
"1074";"2";"3";"2";"3";"1";"3";"1";"1";"3";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"1076";"3";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"1078";"2";"2";"3";"3";"4";"3";"2";"2";"3";"2";"2";"3";"3";"3";"2";"(50,65]";"3"
"1079";"3";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"1080";"3";"2";"2";"3";"3";"3";"2";"3";"2";"1";"1";"2";"2";"2";"2";"(65,96]";"3"
"1082";"4";"3";"4";"4";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1083";"1";"2";"3";"2";"2";"2";"1";"2";"2";"3";"2";"3";"2";"2";"1";"[18,35]";"2"
"1084";"3";"1";"2";"2";"2";"2";"1";"3";"1";"1";"3";"3";"1";"2";"2";"(35,50]";"2"
"1085";"2";"2";"3";"1";"1";"2";"2";"2";"3";"2";"3";"3";"2";"3";"2";"[18,35]";"2"
"1086";"3";"4";"3";"3";"3";"3";"3";"4";"3";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"1088";"3";"3";"2";"3";"2";"2";"2";"2";"3";"3";"2";"1";"1";"2";"2";"(65,96]";"2"
"1090";"2";"2";"3";"4";"2";"3";"2";"2";"4";"1";"1";"1";"2";"2";"1";"[18,35]";"3"
"1091";"2";"1";"2";"3";"2";"3";"3";"2";"4";"3";"3";"3";"2";"3";"2";"(35,50]";"2"
"1092";"4";"4";"4";"3";"2";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1094";"2";"4";"4";"2";"3";"4";"3";"3";"4";"3";"3";"3";"2";"3";"2";"[18,35]";"2"
"1095";"3";"4";"4";"4";"3";"3";"3";"3";"4";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"1096";"1";"2";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"1";"1";"1";"[18,35]";"1"
"1097";"2";"1";"1";"3";"2";"1";"3";"2";"3";"1";"2";"1";"1";"2";"1";"(65,96]";"2"
"1099";"2";"3";"2";"4";"1";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"1100";"3";"3";"2";"3";"3";"3";"1";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"1101";"3";"3";"2";"3";"3";"3";"2";"2";"3";"3";"2";"2";"2";"3";"3";"(65,96]";"2"
"1102";"3";"2";"2";"2";"2";"3";"3";"3";"4";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"1103";"2";"3";"1";"3";"1";"2";"1";"2";"1";"1";"2";"2";"2";"2";"1";"(50,65]";"1"
"1104";"3";"3";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1105";"4";"3";"3";"4";"2";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"1106";"2";"2";"1";"2";"1";"2";"2";"2";"3";"1";"2";"1";"2";"2";"1";"(65,96]";"2"
"1107";"2";"1";"2";"2";"2";"2";"3";"3";"1";"1";"1";"3";"1";"1";"1";"[18,35]";"3"
"1108";"3";"4";"3";"4";"3";"4";"2";"4";"4";"3";"3";"2";"3";"3";"2";"(50,65]";"3"
"1109";"2";"2";"1";"3";"2";"2";"1";"2";"2";"2";"2";"3";"2";"3";"2";"(50,65]";"1"
"1110";"1";"1";"1";"1";"1";"3";"3";"4";"2";"1";"1";"2";"2";"2";"1";"(50,65]";"3"
"1111";"2";"2";"2";"3";"2";"3";"2";"2";"2";"1";"3";"1";"1";"2";"3";"(65,96]";"2"
"1114";"2";"2";"2";"3";"3";"2";"2";"3";"3";"3";"1";"2";"3";"3";"2";"(65,96]";"2"
"1115";"2";"1";"2";"4";"3";"1";"2";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"1116";"2";"2";"2";"3";"2";"2";"3";"2";"3";"1";"2";"3";"2";"2";"1";"(50,65]";"2"
"1117";"1";"2";"2";"2";"2";"2";"1";"2";"3";"1";"1";"1";"1";"1";"1";"(35,50]";"2"
"1118";"3";"3";"3";"4";"3";"3";"2";"3";"3";"3";"3";"3";"2";"3";"2";"[18,35]";"3"
"1119";"3";"3";"3";"4";"3";"3";"2";"3";"3";"2";"3";"2";"3";"3";"2";"(50,65]";"3"
"1120";"3";"2";"2";"4";"2";"3";"2";"2";"3";"3";"1";"2";"2";"3";"2";"[18,35]";"1"
"1121";"2";"3";"2";"3";"2";"2";"3";"2";"2";"2";"3";"3";"3";"2";"2";"(50,65]";"2"
"1122";"2";"2";"2";"3";"2";"2";"3";"2";"3";"3";"1";"3";"3";"3";"2";"(35,50]";"3"
"1123";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"2";"2";"2";"2";"2";"(50,65]";"3"
"1124";"1";"1";"4";"2";"1";"1";"1";"1";"2";"2";"2";"3";"3";"3";"2";"[18,35]";"3"
"1127";"2";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"[18,35]";"2"
"1128";"3";"3";"3";"4";"3";"3";"3";"3";"4";"3";"2";"3";"2";"3";"2";"(50,65]";"3"
"1129";"1";"2";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"3";"1";"(35,50]";"3"
"1130";"1";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"3";"2";"3";"2";"(65,96]";"2"
"1131";"3";"3";"3";"2";"2";"3";"2";"2";"1";"1";"3";"3";"1";"2";"2";"[18,35]";"3"
"1133";"2";"2";"2";"3";"2";"2";"2";"2";"3";"2";"1";"3";"2";"2";"2";"(50,65]";"2"
"1134";"3";"2";"3";"2";"2";"2";"2";"3";"2";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"1135";"3";"3";"3";"3";"2";"4";"1";"3";"4";"1";"1";"3";"1";"2";"2";"(35,50]";"2"
"1136";"2";"3";"3";"3";"2";"3";"2";"3";"2";"3";"1";"3";"3";"3";"2";"[18,35]";"1"
"1141";"2";"2";"2";"4";"2";"2";"3";"2";"3";"1";"1";"3";"3";"3";"1";"(50,65]";"1"
"1143";"3";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"3";"1";"3";"3";"(50,65]";"3"
"1144";"2";"1";"1";"4";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"(50,65]";"3"
"1145";"1";"3";"4";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"1147";"2";"2";"3";"3";"2";"3";"3";"4";"3";"3";"1";"3";"3";"3";"2";"(50,65]";"2"
"1148";"3";"3";"3";"4";"3";"3";"4";"2";"3";"3";"1";"2";"2";"3";"3";"(65,96]";"3"
"1149";"2";"1";"2";"3";"3";"2";"2";"3";"3";"1";"1";"2";"3";"2";"1";"(65,96]";"3"
"1150";"3";"2";"4";"3";"3";"2";"3";"3";"3";"3";"2";"2";"2";"1";"2";"(50,65]";"3"
"1151";"2";"2";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"(65,96]";"2"
"1153";"3";"4";"2";"3";"3";"4";"3";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"1155";"3";"3";"2";"2";"3";"3";"2";"2";"2";"2";"2";"3";"2";"3";"3";"(35,50]";"3"
"1158";"3";"3";"2";"3";"2";"2";"3";"2";"3";"1";"2";"3";"2";"3";"2";"[18,35]";"3"
"1159";"3";"2";"2";"2";"2";"3";"3";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"2"
"1160";"1";"2";"1";"3";"1";"2";"2";"2";"3";"2";"2";"3";"1";"3";"2";"[18,35]";"3"
"1161";"4";"3";"4";"4";"3";"4";"1";"3";"3";"3";"3";"3";"2";"3";"3";"[18,35]";"3"
"1162";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"2";"2";"2";"2";"2";"(35,50]";"3"
"1163";"2";"3";"3";"2";"3";"3";"2";"3";"2";"3";"2";"3";"2";"2";"2";"(50,65]";"2"
"1164";"3";"2";"1";"3";"1";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"1165";"2";"1";"2";"3";"1";"2";"3";"2";"2";"1";"1";"1";"1";"3";"1";"(65,96]";"3"
"1166";"2";"3";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"2";"(65,96]";"2"
"1167";"2";"3";"2";"3";"3";"3";"1";"3";"2";"3";"2";"3";"3";"3";"2";"(50,65]";"3"
"1169";"2";"2";"2";"3";"2";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"1171";"2";"3";"3";"3";"1";"3";"2";"2";"4";"1";"3";"3";"1";"3";"1";"(65,96]";"3"
"1172";"2";"2";"2";"2";"3";"2";"2";"3";"3";"2";"3";"3";"2";"3";"3";"(35,50]";"3"
"1173";"3";"3";"4";"3";"4";"3";"1";"3";"3";"3";"3";"3";"3";"3";"1";"(35,50]";"3"
"1174";"2";"2";"3";"3";"3";"2";"2";"3";"4";"2";"3";"3";"2";"3";"3";"(65,96]";"3"
"1175";"2";"2";"2";"3";"2";"3";"3";"2";"3";"1";"1";"3";"2";"2";"2";"(50,65]";"3"
"1177";"2";"2";"2";"3";"2";"2";"3";"3";"3";"3";"2";"3";"2";"2";"3";"(50,65]";"3"
"1178";"2";"2";"2";"3";"2";"3";"2";"1";"3";"3";"2";"3";"1";"3";"2";"[18,35]";"1"
"1179";"1";"2";"2";"1";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"2";"[18,35]";"2"
"1180";"4";"3";"1";"4";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1182";"3";"4";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1183";"3";"3";"3";"3";"3";"3";"2";"1";"3";"2";"3";"3";"2";"3";"3";"(35,50]";"2"
"1185";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"(35,50]";"2"
"1186";"1";"2";"2";"2";"1";"1";"2";"2";"2";"3";"1";"1";"3";"1";"3";"[18,35]";"1"
"1187";"2";"1";"2";"3";"2";"2";"3";"3";"3";"2";"2";"3";"2";"3";"2";"(50,65]";"2"
"1188";"2";"2";"1";"3";"1";"3";"2";"2";"1";"2";"2";"3";"3";"2";"2";"(35,50]";"3"
"1189";"1";"1";"3";"3";"1";"3";"1";"1";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"1190";"1";"3";"2";"2";"4";"2";"1";"4";"4";"2";"2";"3";"3";"3";"2";"(65,96]";"3"
"1191";"3";"2";"2";"4";"1";"3";"3";"2";"3";"3";"2";"3";"2";"3";"3";"(50,65]";"3"
"1193";"2";"3";"3";"3";"3";"4";"2";"4";"4";"3";"1";"3";"3";"3";"3";"(50,65]";"2"
"1194";"1";"2";"2";"3";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"1195";"3";"3";"3";"3";"2";"3";"3";"2";"3";"1";"3";"1";"3";"1";"1";"(35,50]";"3"
"1196";"2";"3";"3";"2";"3";"3";"2";"2";"2";"1";"1";"1";"1";"3";"1";"[18,35]";"2"
"1197";"2";"2";"3";"3";"2";"4";"3";"2";"3";"2";"2";"3";"3";"3";"2";"(35,50]";"3"
"1198";"1";"1";"2";"2";"1";"1";"2";"1";"2";"3";"2";"2";"2";"2";"2";"(35,50]";"1"
"1200";"3";"3";"2";"3";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"1201";"2";"2";"2";"4";"2";"2";"4";"4";"2";"3";"3";"3";"1";"3";"3";"(50,65]";"3"
"1202";"2";"1";"3";"2";"2";"2";"1";"3";"2";"3";"3";"3";"3";"1";"1";"[18,35]";"3"
"1204";"3";"3";"3";"3";"4";"3";"3";"3";"3";"3";"2";"3";"2";"2";"3";"[18,35]";"3"
"1206";"2";"2";"2";"2";"1";"2";"1";"2";"2";"3";"2";"3";"2";"3";"3";"[18,35]";"2"
"1207";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"1";"3";"3";"3";"3";"[18,35]";"3"
"1208";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"1";"2";"(50,65]";"3"
"1209";"3";"4";"4";"4";"4";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1210";"2";"2";"3";"3";"3";"3";"2";"2";"3";"3";"2";"3";"2";"3";"2";"(35,50]";"3"
"1211";"2";"3";"2";"3";"3";"3";"2";"3";"3";"2";"2";"2";"1";"1";"1";"(50,65]";"3"
"1212";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"2";"2";"2";"2";"2";"(65,96]";"2"
"1213";"2";"3";"3";"4";"3";"3";"2";"2";"3";"3";"3";"3";"2";"3";"2";"[18,35]";"3"
"1214";"2";"2";"2";"2";"2";"2";"2";"3";"2";"1";"1";"1";"2";"2";"2";"(65,96]";"3"
"1216";"2";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"1217";"3";"3";"3";"4";"4";"3";"4";"3";"4";"2";"2";"2";"3";"1";"2";"(65,96]";"3"
"1218";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"3";"(35,50]";"3"
"1219";"2";"2";"2";"4";"1";"3";"2";"2";"3";"1";"1";"2";"2";"1";"2";"(50,65]";"3"
"1220";"3";"3";"2";"3";"2";"3";"2";"2";"3";"2";"3";"3";"2";"3";"2";"(50,65]";"1"
"1221";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"(65,96]";"3"
"1222";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"2";"3";"2";"(65,96]";"2"
"1223";"2";"2";"1";"3";"2";"2";"3";"2";"2";"3";"2";"2";"1";"3";"3";"(50,65]";"2"
"1224";"2";"2";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(65,96]";"1"
"1225";"2";"4";"3";"4";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1226";"2";"3";"2";"2";"2";"3";"2";"3";"3";"3";"2";"3";"2";"2";"2";"(50,65]";"2"
"1227";"2";"2";"3";"3";"2";"2";"2";"2";"3";"1";"3";"3";"3";"3";"1";"(35,50]";"3"
"1228";"3";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"2";"3";"3";"2";"(65,96]";"3"
"1229";"2";"3";"3";"4";"2";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"1230";"3";"3";"4";"3";"4";"3";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"1231";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"(65,96]";"2"
"1233";"1";"2";"1";"4";"2";"2";"3";"3";"1";"2";"2";"2";"2";"2";"2";"(50,65]";"1"
"1234";"2";"3";"3";"3";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"1235";"1";"1";"3";"3";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"[18,35]";"3"
"1236";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"1237";"2";"3";"3";"3";"2";"3";"2";"2";"2";"2";"2";"2";"1";"2";"2";"(50,65]";"3"
"1238";"3";"2";"2";"2";"3";"2";"1";"2";"3";"3";"2";"3";"3";"3";"2";"(35,50]";"3"
"1239";"2";"2";"2";"3";"2";"2";"1";"3";"2";"1";"2";"1";"1";"1";"3";"(35,50]";"3"
"1240";"2";"2";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"1"
"1241";"3";"2";"2";"2";"1";"2";"2";"2";"1";"2";"1";"1";"3";"3";"1";"(35,50]";"1"
"1243";"2";"1";"1";"3";"3";"1";"3";"3";"2";"1";"2";"2";"2";"3";"1";"(65,96]";"2"
"1244";"1";"1";"1";"2";"1";"2";"2";"1";"3";"3";"3";"3";"2";"3";"3";"(35,50]";"1"
"1245";"2";"2";"1";"3";"2";"2";"2";"2";"3";"2";"2";"3";"2";"2";"2";"(35,50]";"1"
"1246";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"1248";"3";"4";"3";"4";"3";"3";"2";"4";"3";"2";"2";"2";"3";"3";"3";"(65,96]";"3"
"1249";"2";"1";"2";"2";"2";"3";"2";"2";"3";"2";"3";"3";"3";"3";"2";"[18,35]";"3"
"1250";"4";"4";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"1251";"2";"2";"2";"3";"2";"3";"2";"2";"3";"2";"2";"2";"2";"2";"1";"(65,96]";"2"
"1253";"3";"3";"4";"2";"3";"3";"2";"3";"3";"3";"1";"3";"3";"3";"2";"(35,50]";"3"
"1254";"2";"2";"3";"3";"2";"2";"2";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"1255";"2";"2";"3";"1";"3";"1";"3";"1";"3";"1";"1";"3";"3";"3";"1";"[18,35]";"3"
"1257";"3";"4";"3";"4";"3";"3";"4";"3";"3";"2";"2";"2";"2";"2";"2";"(35,50]";"3"
